1	-2.20	2.10
2	-3	2.5 
3	-1	6.10
4	2.20	12.2 
5	7.90	19.7 
6	13	24.1 
7	15.1	25.7 
8	13.8	23.9 
9	10.1	19.1 
10	5.5	12.6 
11	1.10	6.30
12	-0.400	4.30 
